ID_participant	ID_partner	ID_group	ID_dyad	ID_gesture	t0	t1	size.rh	size.lh	size	traj.rh	traj.lh	traj	ampl_y.rh	ampl_y.lh	ampl_y	ampl_x.rh	ampl_x.lh	ampl_x	peak_velo.rh	peak_velo.lh	peak_velo	apex.rh	apex.lh	hand	nonref	icon	metaph	deixis	conv	phrase_position	phrase_ID	label_participant	label_partner	condition
0810_1700_B	0810_1700_A	0810_1700	0810_1700_AB	sem_ 26	182079	182556	0.001	0.001	0.001	0.053	0.143	0.143	-0.143	0.182	0.182	0.358	0.471	0.471	0.136	0.358	0.358	182300	182340	left	no	no	no	abstract	no	no	phrase_18	L1	L2	L1-L2
0810_1700_B	0810_1700_A	0810_1700	0810_1700_AB	sem_ 27	183125	184613	0.007	0.004	0.007	0.3	0.179	0.3	-0.052	0.12	-0.052	0.429	0.466	0.429	0.383	0.373	0.383	183140	183140	right	no	no	yes	abstract	no	first	phrase_19	L1	L2	L1-L2
0810_1700_B	0810_1700_A	0810_1700	0810_1700_AB	sem_ 28	184613	185965	0.013	0.002	0.013	0.297	0.125	0.297	-0.011	0.152	-0.011	0.473	0.487	0.473	0.431	0.606	0.431	197220	185960	right	yes	no	no	no	no	middle	phrase_19	L1	L2	L1-L2
0810_1700_B	0810_1700_A	0810_1700	0810_1700_AB	sem_ 29	185965	190045	0.121	0.073	0.121	1.452	1.166	1.452	0.22	0.291	0.291	0.464	0.496	0.496	0.93	0.792	0.93	188840	186180	both	no	no	yes	no	no	last	phrase_19	L1	L2	L1-L2
0810_1700_B	0810_1700_A	0810_1700	0810_1700_AB	sem_ 3	25522	26389	0.242	0.122	0.242	1.172	1.362	1.362	0.383	0.579	0.579	0.372	0.52	0.52	1.856	2.492	2.492	26380	26080	both	no	no	no	abstract	no	first	phrase_3	L1	L2	L1-L2
0810_1700_B	0810_1700_A	0810_1700	0810_1700_AB	sem_ 30	199022	199741	0.012	0.023	0.023	0.725	0.497	0.725	0.19	0.31	0.31	0.404	0.457	0.457	1.461	0.875	1.461	199400	199320	both	no	no	yes	no	no	first	phrase_20	L1	L2	L1-L2
0810_1700_B	0810_1700_A	0810_1700	0810_1700_AB	sem_ 31	199741	201022	0.054	0.029	0.054	0.648	0.468	0.648	0.175	0.246	0.246	0.403	0.46	0.46	1.01	0.676	1.01	200080	200080	both	no	no	no	concrete	no	last	phrase_20	L1	L2	L1-L2
0810_1700_B	0810_1700_A	0810_1700	0810_1700_AB	sem_ 32	201693	203102	0.077	0.085	0.085	0.865	0.809	0.865	0.208	0.33	0.33	0.512	0.592	0.592	1.77	1.487	1.77	201960	201960	both	no	no	yes	no	no	first	phrase_21	L1	L2	L1-L2
0810_1700_B	0810_1700_A	0810_1700	0810_1700_AB	sem_ 33	203102	206454	0.089	0.054	0.089	0.715	0.626	0.715	0.153	0.282	0.282	0.498	0.505	0.505	0.849	0.928	0.928	203120	203660	both	no	no	no	no	yes	middle	phrase_21	L1	L2	L1-L2
0810_1700_B	0810_1700_A	0810_1700	0810_1700_AB	sem_ 34	206454	209113	0.11	0.048	0.11	0.983	0.685	0.983	0.154	0.287	0.287	0.606	0.494	0.606	1.428	1.204	1.428	207440	207160	both	no	no	yes	no	no	last	phrase_21	L1	L2	L1-L2
0810_1700_B	0810_1700_A	0810_1700	0810_1700_AB	sem_ 35	212602	213943	0.024	0.001	0.024	0.549	0.133	0.549	-0.046	0.022	-0.046	0.472	0.392	0.472	0.664	0.149	0.664	212620	213020	right	no	no	yes	abstract	no	no	phrase_22	L1	L2	L1-L2
0810_1700_B	0810_1700_A	0810_1700	0810_1700_AB	sem_ 36	219284	221360	0.053	0.021	0.053	0.759	0.531	0.759	0.11	0.22	0.22	0.352	0.421	0.421	0.817	0.922	0.922	261960	219720	both	no	no	yes	no	no	first	phrase_23	L1	L2	L1-L2
0810_1700_B	0810_1700_A	0810_1700	0810_1700_AB	sem_ 37	221360	222270	0.134	0.005	0.134	0.919	0.237	0.919	0.208	0.148	0.208	0.558	0.388	0.558	1.617	0.325	1.617	222260	222140	right	no	no	yes	abstract	no	middle	phrase_23	L1	L2	L1-L2
0810_1700_B	0810_1700_A	0810_1700	0810_1700_AB	sem_ 38	222270	226090	0.472	0.006	0.472	2.223	0.234	2.223	0.548	0.148	0.548	0.966	0.388	0.966	1.337	0.17	1.337	223800	223140	right	no	no	yes	abstract	no	last	phrase_23	L1	L2	L1-L2
0810_1700_B	0810_1700_A	0810_1700	0810_1700_AB	sem_ 39	245443	246522	0.006	0.002	0.006	0.229	0.213	0.229	-0.073	0.06	0.06	0.438	0.386	0.438	0.48	0.369	0.48	245540	245700	both	no	no	yes	no	no	no	phrase_24	L1	L2	L1-L2
0810_1700_B	0810_1700_A	0810_1700	0810_1700_AB	sem_ 4	26389	27359	0.029	0.074	0.074	1.192	0.906	1.192	0.495	0.539	0.539	0.38	0.526	0.526	1.8	0.689	1.8	26760	26400	both	no	no	no	abstract	no	last	phrase_3	L1	L2	L1-L2
0810_1700_B	0810_1700_A	0810_1700	0810_1700_AB	sem_ 40	248227	249500	0.055	0.027	0.055	0.667	0.623	0.667	0.099	0.179	0.179	0.56	0.501	0.56	1.094	0.871	1.094	248780	249060	both	no	no	yes	no	no	no	phrase_25	L1	L2	L1-L2
0810_1700_B	0810_1700_A	0810_1700	0810_1700_AB	sem_ 41	253613	255170	0.003	0	0.003	0.11	0.024	0.11	-0.056	0.005	-0.056	0.402	0.381	0.402	0.426	0.099	0.426	253620	254120	right	yes	no	no	no	no	first	phrase_26	L1	L2	L1-L2
0810_1700_B	0810_1700_A	0810_1700	0810_1700_AB	sem_ 42	255170	256590	0.145	0.001	0.145	1.456	0.073	1.456	0.586	0.014	0.586	0.5	0.388	0.5	2.075	0.263	2.075	255820	256580	right	no	no	no	abstract	no	last	phrase_26	L1	L2	L1-L2
0810_1700_B	0810_1700_A	0810_1700	0810_1700_AB	sem_ 5	28000	29110	0.03	0.002	0.03	0.751	0.156	0.751	0.21	0.134	0.21	0.456	0.575	0.456	0.971	0.213	0.971	28580	28760	right	no	no	yes	no	no	no	phrase_4	L1	L2	L1-L2
0810_1700_B	0810_1700_A	0810_1700	0810_1700_AB	sem_ 6	31832	32476	0.027	0.001	0.027	0.766	0.085	0.766	0.24	0.136	0.24	0.466	0.587	0.466	1.747	0.214	1.747	32140	32440	right	no	no	no	abstract	no	no	phrase_5	L1	L2	L1-L2
0810_1700_B	0810_1700_A	0810_1700	0810_1700_AB	sem_ 7	34110	34674	0.013	0	0.013	0.482	0.043	0.482	0.105	0.133	0.105	0.478	0.58	0.478	1.132	0.086	1.132	47180	34660	right	yes	no	no	no	no	no	phrase_6	L1	L2	L1-L2
0810_1700_B	0810_1700_A	0810_1700	0810_1700_AB	sem_ 8	39265	40208	0	0	0	0.06	0.003	0.06	-0.126	0.12	-0.126	0.466	0.578	0.466	0.154	0	0.154	39280	59420	right	yes	no	no	no	no	no	phrase_7	L1	L2	L1-L2
0810_1700_B	0810_1700_A	0810_1700	0810_1700_AB	sem_ 9	93852	94392	0.002	0	0.002	0.126	0.005	0.126	-0.094	0.125	-0.094	0.5	0.578	0.5	0.273	0.001	0.273	63600	93860	right	yes	no	no	no	no	no	phrase_8	L1	L2	L1-L2
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 1	9670	10416	0.082	0.001	0.082	1.012	0.097	1.012	0.357	0.12	0.357	0.531	0.604	0.531	1.993	0.126	1.993	10020	10300	right	no	yes	no	no	no	no	phrase_1	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 10	32448	34637	0.247	0.03	0.247	1.828	0.849	1.828	0.448	0.173	0.448	0.528	0.524	0.528	1.469	0.981	1.469	33060	139980	right	no	no	yes	abstract	no	no	phrase_7	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 11	36551	38081	0.039	0.03	0.039	0.993	0.42	0.993	0.006	0.212	0.006	0.524	0.536	0.524	1.061	0.97	1.061	143400	143840	right	no	no	yes	abstract	no	no	phrase_8	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 12	43705	44119	0.013	0.05	0.05	0.26	0.475	0.475	-0.061	0.243	0.243	0.447	0.583	0.583	0.463	0.769	0.769	145080	43900	both	yes	no	no	no	no	no	phrase_9	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 13	44880	45635	0.05	0.069	0.069	0.647	0.624	0.647	0.173	0.349	0.349	0.507	0.628	0.628	1.46	1.111	1.46	45120	45100	both	yes	no	no	no	no	no	phrase_10	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 14	46113	47605	0.158	0.004	0.158	1.729	0.168	1.729	0.662	0.07	0.662	0.369	0.477	0.369	2.383	0.29	2.383	46740	46240	right	no	yes	no	concrete	no	no	phrase_11	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 15	48209	50576	0.082	0.062	0.082	1.043	0.927	1.043	0.327	0.303	0.327	0.459	0.624	0.624	0.863	0.917	0.917	49300	50220	both	no	no	yes	no	no	first	phrase_12	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 16	50576	51216	0.012	0.018	0.012	0.353	0.261	0.353	0.041	0.114	0.041	0.38	0.587	0.38	0.76	0.153	0.76	158360	51200	right	no	no	yes	no	no	last	phrase_12	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 17	59999	61180	0.064	0.058	0.064	0.802	0.593	0.802	0.098	0.299	0.299	0.589	0.614	0.614	1.128	0.719	1.128	158820	60420	both	no	no	yes	no	no	first	phrase_13	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 18	61180	62180	0.052	0.018	0.052	0.574	0.414	0.574	0.128	0.241	0.241	0.414	0.488	0.488	0.827	0.411	0.827	160500	62160	both	no	no	yes	abstract	no	middle	phrase_13	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 19	62180	63630	0.042	0.042	0.042	0.592	0.537	0.592	0.121	0.267	0.267	0.427	0.545	0.545	0.663	0.5	0.663	161240	62320	both	no	no	yes	no	no	middle	phrase_13	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 2	13637	14551	0.081	0	0.081	1.053	0.076	1.053	0.408	0.123	0.408	0.535	0.566	0.535	2.044	0.029	2.044	13980	14540	right	no	yes	no	no	no	no	phrase_2	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 20	63630	65163	0.038	0.012	0.038	0.428	0.297	0.428	0.111	0.227	0.227	0.403	0.447	0.447	0.449	0.401	0.449	161940	63640	both	no	no	yes	abstract	no	middle	phrase_13	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 21	65163	67456	0.054	0.039	0.054	0.867	0.956	0.956	0.174	0.325	0.325	0.432	0.518	0.518	1.038	0.709	1.038	65840	66940	both	yes	no	no	no	no	middle	phrase_13	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 22	67666	68172	0.015	0.014	0.015	0.299	0.323	0.323	-0.035	0.215	0.215	0.479	0.456	0.479	0.612	0.648	0.648	168740	67960	both	yes	no	no	no	no	last	phrase_13	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 23	68641	69259	0.029	0.035	0.035	0.491	0.518	0.518	0.081	0.248	0.248	0.479	0.54	0.54	1.134	1.419	1.419	169920	68960	both	yes	no	no	no	no	no	phrase_14	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 24	71209	71901	0.042	0.025	0.042	0.596	0.533	0.596	0.102	0.241	0.241	0.504	0.492	0.504	1.312	1.179	1.312	172180	71500	both	yes	no	no	no	no	no	phrase_15	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 25	74074	75950	0.118	0.001	0.118	1.213	0.093	1.213	0.073	0.085	0.073	0.882	0.409	0.882	1.292	0.089	1.292	174480	75920	right	no	no	yes	abstract	no	no	phrase_16	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 26	76345	77111	0.044	0.002	0.044	0.547	0.116	0.547	0.12	0.073	0.12	0.51	0.429	0.51	0.987	0.123	0.987	76820	77100	right	no	no	yes	abstract	no	first	phrase_17	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 27	77111	78530	0.117	0.122	0.122	1.223	1.161	1.223	0.459	0.464	0.464	0.514	0.529	0.529	0.975	0.903	0.975	78260	77960	both	no	no	yes	abstract	no	middle	phrase_17	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 28	78530	81207	0.28	0.197	0.28	1.678	1.485	1.678	0.454	0.516	0.516	0.492	0.662	0.662	1.107	1.329	1.329	78540	79180	both	no	no	yes	no	no	middle	phrase_17	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 29	81207	83234	0.161	0.068	0.161	1.546	1.309	1.546	0.378	0.281	0.378	0.43	0.493	0.493	1.8	1.297	1.8	81220	81220	both	no	no	yes	no	no	middle	phrase_17	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 3	15837	17713	0.24	0.022	0.24	1.914	0.44	1.914	0.308	0.256	0.308	0.607	0.56	0.607	1.677	0.896	1.677	16520	48500	right	no	yes	no	no	no	no	phrase_3	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 30	83234	87358	0.201	0.056	0.201	2.153	1.4	2.153	0.164	0.244	0.244	0.783	0.533	0.783	1.487	1.12	1.487	85840	83560	both	no	no	yes	abstract	no	last	phrase_17	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 31	92271	94090	0.135	0.08	0.135	1.202	0.88	1.202	0.229	0.332	0.332	0.647	0.628	0.647	1.551	1.264	1.551	92760	92660	both	no	no	yes	no	no	first	phrase_18	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 32	94090	95610	0.483	0.374	0.483	2.445	2.259	2.445	0.418	0.488	0.488	1.107	1.128	1.128	2.474	2.105	2.474	94980	94920	both	no	no	yes	no	no	middle	phrase_18	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 33	95610	96311	0.12	0.033	0.12	0.814	0.285	0.814	0.216	0.254	0.254	0.605	0.499	0.605	1.003	0.376	1.003	95880	95620	both	no	no	no	no	yes	middle	phrase_18	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 34	96311	98234	0.126	0.03	0.126	0.932	0.701	0.932	0.215	0.262	0.262	0.605	0.465	0.605	0.861	0.69	0.861	96680	97220	both	no	no	no	no	yes	last	phrase_18	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 35	98975	100160	0.002	0.062	0.062	0.212	0.888	0.888	-0.106	0.346	0.346	0.368	0.578	0.578	0.277	1.404	1.404	217880	100140	left	no	no	yes	no	no	first	phrase_19	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 36	100160	101753	0.026	0.05	0.05	0.673	0.584	0.673	0.114	0.229	0.229	0.441	0.59	0.59	0.622	0.867	0.867	220900	100180	both	no	no	yes	no	no	middle	phrase_19	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 37	102012	104358	0.331	0.002	0.331	1.725	0.109	1.725	0.402	0.031	0.402	0.946	0.448	0.946	2.147	0.138	2.147	103260	227640	right	no	no	yes	abstract	no	last	phrase_19	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 38	112580	114310	0.037	0.001	0.037	0.483	0.082	0.483	0.016	0.078	0.016	0.539	0.467	0.539	0.73	0.104	0.73	230620	113540	right	no	no	yes	abstract	no	first	phrase_20	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 39	114310	117040	0.019	0.001	0.019	0.454	0.084	0.454	-0.05	0.077	-0.05	0.505	0.481	0.505	0.47	0.092	0.47	117020	114320	right	no	no	yes	abstract	no	middle	phrase_20	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 4	19535	20300	0.002	0.027	0.027	0.153	0.475	0.475	-0.112	0.339	0.339	0.386	0.582	0.582	0.297	0.881	0.881	19800	20160	left	no	no	yes	no	no	first	phrase_4	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 40	117040	118135	0.072	0.001	0.072	0.776	0.103	0.776	-0.037	0.092	-0.037	0.747	0.482	0.747	1.347	0.14	1.347	117360	118120	right	yes	no	no	no	no	last	phrase_20	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 41	120024	120930	0.009	0.001	0.009	0.474	0.129	0.474	0.082	0.107	0.082	0.4	0.477	0.4	0.877	0.126	0.877	243120	120040	right	no	no	yes	abstract	no	first	phrase_21	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 42	120930	122271	0.059	0.001	0.059	0.793	0.067	0.793	0.25	0.1	0.25	0.509	0.485	0.509	1.521	0.057	1.521	121260	120940	right	no	no	no	abstract	no	last	phrase_21	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 43	139722	140228	0	0	0	0.008	0.017	0.017	-0.151	0.052	0.052	0.368	0.464	0.464	0.023	0.066	0.066	251240	251040	both	yes	no	no	no	no	no	phrase_22	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 44	141983	143429	0.033	0.005	0.033	0.769	0.136	0.769	0.014	0.047	0.014	0.596	0.461	0.596	1.21	0.152	1.21	256700	256700	right	no	no	yes	no	no	no	phrase_23	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 45	188642	189168	0	0	0	0	0	0	-0.141	0.047	0.047	0.382	0.461	0.461	0	0	0	260800	260800	both	yes	no	no	no	no	no	phrase_24	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 46	191173	191704	0.018	0.003	0.018	0.365	0.196	0.365	-0.065	0.062	0.062	0.382	0.461	0.461	0.622	0.342	0.622	263360	191380	both	yes	no	no	no	no	no	phrase_25	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 47	192556	193415	0.003	0.003	0.003	0.19	0.178	0.19	-0.091	0.026	0.026	0.241	0.455	0.455	0.311	0.289	0.311	192960	192700	both	no	no	yes	no	no	no	phrase_26	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 48	196724	197724	0.026	0.01	0.026	0.388	0.238	0.388	0.031	0.084	0.084	0.515	0.419	0.515	0.742	0.462	0.742	197260	197060	both	no	yes	no	abstract	no	first	phrase_27	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 49	197724	198910	0.017	0.036	0.036	0.334	0.441	0.441	0.123	0.23	0.23	0.541	0.489	0.541	0.61	1.124	1.124	198240	198240	both	no	no	yes	no	no	middle	phrase_27	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 5	20300	21850	0.001	0.07	0.07	0.141	0.601	0.601	-0.125	0.369	0.369	0.405	0.582	0.582	0.173	0.598	0.598	21680	20600	left	no	no	yes	abstract	no	middle	phrase_4	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 50	198910	200440	0.041	0.025	0.041	0.487	0.465	0.487	0.073	0.161	0.161	0.693	0.356	0.693	1.002	0.73	1.002	199920	198920	both	no	no	yes	abstract	no	middle	phrase_27	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 51	200440	201102	0.101	0.051	0.101	0.595	0.511	0.595	0.078	0.208	0.208	0.654	0.505	0.654	1.44	1.081	1.44	201040	200780	both	yes	no	no	no	no	last	phrase_27	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 52	202520	203204	0.013	0.007	0.013	0.265	0.318	0.318	-0.025	0.218	0.218	0.402	0.502	0.502	0.73	0.753	0.753	202700	202940	both	yes	no	no	no	no	no	phrase_28	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 53	204244	210959	0.219	0.054	0.219	2.706	1.712	2.706	0.093	0.223	0.223	0.863	0.495	0.863	1.392	1.212	1.392	210940	205640	both	yes	no	no	no	no	no	phrase_29	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 6	21850	22590	0.001	0.046	0.046	0.126	0.362	0.362	-0.127	0.323	0.323	0.4	0.582	0.582	0.19	0.373	0.373	22020	22580	left	yes	no	no	no	no	middle	phrase_4	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 7	22590	23918	0.001	0.08	0.08	0.124	0.814	0.814	-0.133	0.346	0.346	0.406	0.763	0.763	0.21	1.164	1.164	22700	23080	left	no	no	yes	abstract	no	last	phrase_4	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 8	24654	25497	0.034	0.013	0.034	0.59	0.447	0.59	0.117	0.202	0.202	0.48	0.619	0.619	1.009	0.865	1.009	24660	24980	both	no	no	yes	no	no	no	phrase_5	L1	L1	L1-L1
0810_1700_B	0810_1700_C	0810_1700	0810_1700_CB	sem_ 9	28302	28745	0.023	0.002	0.023	0.461	0.119	0.461	0.055	0.121	0.055	0.49	0.522	0.49	1.096	0.213	1.096	28740	28740	right	yes	no	no	no	no	no	phrase_6	L1	L1	L1-L1
0810_1700_C	0810_1700_A	0810_1700	0810_1700_CA	sem_ 1	11338	12054	0.156	0.026	0.156	0.983	0.375	0.983	0.436	0.166	0.436	0.344	0.277	0.344	1.699	0.826	1.699	11680	5260	right	no	no	yes	abstract	no	no	phrase_1	L1	L2	L1-L2
0810_1700_C	0810_1700_A	0810_1700	0810_1700_CA	sem_ 10	103664	104764	0.141	0.035	0.141	1.217	0.556	1.217	0.572	0.116	0.572	0.396	0.238	0.396	1.666	0.35	1.666	104200	103760	right	no	no	yes	no	no	last	phrase_6	L1	L2	L1-L2
0810_1700_C	0810_1700_A	0810_1700	0810_1700_CA	sem_ 11	106435	107442	0.097	0.586	0.097	1.169	2.067	1.169	0.37	1.061	0.37	0.504	0.439	0.504	1.759	2.664	1.759	107060	107040	right	no	no	yes	abstract	no	first	phrase_7	L1	L2	L1-L2
0810_1700_C	0810_1700_A	0810_1700	0810_1700_CA	sem_ 12	107448	108910	0.103	0.264	0.264	1.646	1.856	1.856	0.424	0.409	0.424	0.42	0.565	0.565	1.38	1.59	1.59	107760	108140	both	no	no	yes	no	no	last	phrase_7	L1	L2	L1-L2
0810_1700_C	0810_1700_A	0810_1700	0810_1700_CA	sem_ 13	111482	111839	0.054	0.051	0.054	0.906	0.828	0.906	0.761	0.168	0.761	0.179	0.276	0.276	0.678	0.606	0.678	77280	111620	both	yes	no	no	no	no	no	phrase_8	L1	L2	L1-L2
0810_1700_C	0810_1700_A	0810_1700	0810_1700_CA	sem_ 14	112284	113659	0.093	0.326	0.326	1.476	1.311	1.476	0.8	0.849	0.849	0.2	0.257	0.257	2.479	2.542	2.542	112560	112500	both	yes	no	no	no	no	first	phrase_9	L1	L2	L1-L2
0810_1700_C	0810_1700_A	0810_1700	0810_1700_CA	sem_ 15	113659	118530	0.265	0.53	0.53	2.997	3.265	3.265	0.789	0.793	0.793	0.535	0.527	0.535	1.911	2.126	2.126	117520	114320	both	no	no	yes	no	no	last	phrase_9	L1	L2	L1-L2
0810_1700_C	0810_1700_A	0810_1700	0810_1700_CA	sem_ 16	119056	120443	0.221	0.118	0.221	1.52	1.407	1.52	0.724	0.233	0.724	0.488	0.499	0.499	1.457	1.353	1.457	84360	119660	both	yes	no	no	no	no	no	phrase_10	L1	L2	L1-L2
0810_1700_C	0810_1700_A	0810_1700	0810_1700_CA	sem_ 17	123160	124318	0.301	0.078	0.301	1.453	0.998	1.453	0.725	0.147	0.725	0.587	0.383	0.587	1.342	0.747	1.342	123900	124000	both	yes	no	no	no	no	first	phrase_11	L1	L2	L1-L2
0810_1700_C	0810_1700_A	0810_1700	0810_1700_CA	sem_ 18	124318	125932	0.244	0.268	0.268	1.865	1.817	1.865	0.633	0.357	0.633	0.525	0.554	0.554	1.656	1.627	1.656	88320	125420	both	no	no	yes	abstract	no	last	phrase_11	L1	L2	L1-L2
0810_1700_C	0810_1700_A	0810_1700	0810_1700_CA	sem_ 19	127125	128192	0.1	0.106	0.106	0.991	1.227	1.227	0.248	0.241	0.248	0.277	0.335	0.335	0.777	1.006	1.006	127920	92140	both	no	no	yes	no	no	no	phrase_12	L1	L2	L1-L2
0810_1700_C	0810_1700_A	0810_1700	0810_1700_CA	sem_ 2	14149	15673	0.281	0.043	0.281	1.693	0.583	1.693	0.535	0.183	0.535	0.555	0.267	0.555	1.5	0.272	1.5	14980	7240	right	no	no	yes	abstract	no	no	phrase_2	L1	L2	L1-L2
0810_1700_C	0810_1700_A	0810_1700	0810_1700_CA	sem_ 20	132928	134042	0.412	0.311	0.412	2.098	2.013	2.098	0.608	0.341	0.608	0.429	0.607	0.429	1.8	1.911	1.8	133640	133100	right	no	no	no	abstract	no	no	phrase_13	L1	L2	L1-L2
0810_1700_C	0810_1700_A	0810_1700	0810_1700_CA	sem_ 21	135492	136610	0.099	0.021	0.099	1.273	0.7	1.273	0.274	0.104	0.274	0.296	0.164	0.296	0.842	0.579	0.842	136100	152020	right	no	no	yes	abstract	no	first	phrase_14	L1	L2	L1-L2
0810_1700_C	0810_1700_A	0810_1700	0810_1700_CA	sem_ 22	136610	138194	0.119	0.009	0.119	1.185	0.485	1.185	0.329	0.095	0.329	0.312	0.068	0.312	1.596	0.542	1.596	136880	158360	right	no	no	yes	abstract	no	last	phrase_14	L1	L2	L1-L2
0810_1700_C	0810_1700_A	0810_1700	0810_1700_CA	sem_ 23	141104	142134	0.222	0.262	0.262	2.116	1.787	2.116	0.486	0.505	0.505	0.456	0.587	0.587	2.385	1.964	2.385	141540	141500	both	no	no	yes	no	no	no	phrase_15	L1	L2	L1-L2
0810_1700_C	0810_1700_A	0810_1700	0810_1700_CA	sem_ 24	144328	145791	0.203	0.126	0.203	2.003	1.296	2.003	0.51	0.37	0.51	0.483	0.554	0.554	1.863	1.361	1.863	144960	144680	both	no	no	yes	no	no	no	phrase_16	L1	L2	L1-L2
0810_1700_C	0810_1700_A	0810_1700	0810_1700_CA	sem_ 25	146925	148000	0.34	0.025	0.34	1.837	0.59	1.837	0.524	0.137	0.524	0.645	0.209	0.645	2.573	0.4	2.573	147500	172500	right	no	no	yes	abstract	no	no	phrase_17	L1	L2	L1-L2
0810_1700_C	0810_1700_A	0810_1700	0810_1700_CA	sem_ 26	154298	155940	0.217	0.184	0.217	2.517	2.036	2.517	0.445	0.453	0.453	0.596	0.297	0.596	2.198	1.584	2.198	154720	154620	both	no	no	yes	abstract	no	no	phrase_18	L1	L2	L1-L2
