word	ID_participant	ID_partner	Lemma	POS
dan	0710_1830_A	0710_1830_C	dan	SCONJ
zo	0710_1830_A	0710_1830_C	zo	ADV
op	0710_1830_A	0710_1830_C	op	ADP
mezelf	0710_1830_A	0710_1830_C	mezelf	PRON
bij	0710_1830_A	0710_1830_C	bij	ADP
te	0710_1830_A	0710_1830_C	te	ADP
houden	0710_1830_A	0710_1830_C	houden	VERB
vind	0710_1830_A	0710_1830_C	vinden	VERB
ik	0710_1830_A	0710_1830_C	ik	PRON
moeilijk	0710_1830_A	0710_1830_C	moeilijk	ADJ
dat	0710_1830_C	0710_1830_A	dat	SCONJ
is	0710_1830_C	0710_1830_A	zijn	AUX
zo	0710_1830_C	0710_1830_A	zo	ADV
spijtig	0710_1830_C	0710_1830_A	spijtig	ADJ
ik	0710_1830_C	0710_1830_A	ik	PRON
heb	0710_1830_C	0710_1830_A	hebben	VERB
dat	0710_1830_C	0710_1830_A	dat	SCONJ
ook	0710_1830_C	0710_1830_A	ook	ADV
als	0710_1830_C	0710_1830_A	als	SCONJ
ik	0710_1830_C	0710_1830_A	ik	PRON
terugdenk	0710_1830_C	0710_1830_A	terugdenken	VERB
aan	0710_1830_C	0710_1830_A	aan	ADP
mijn	0710_1830_C	0710_1830_A	mijn	PRON
vakken	0710_1830_C	0710_1830_A	vak	NOUN
van	0710_1830_C	0710_1830_A	van	ADP
zo'n	0710_1830_C	0710_1830_A	zo'n	PRON
paar	0710_1830_C	0710_1830_A	paar	NOUN
jaar	0710_1830_C	0710_1830_A	jaar	NOUN
geleden	0710_1830_C	0710_1830_A	lijden	ADV
weet	0710_1830_C	0710_1830_A	weten	VERB
daar	0710_1830_C	0710_1830_A	daar	ADV
niets	0710_1830_C	0710_1830_A	niets	PRON
meer	0710_1830_C	0710_1830_A	veel	PRON
van	0710_1830_C	0710_1830_A	van	ADP
jammer	0710_1830_A	0710_1830_C	jammer	ADJ
en	0710_1830_A	0710_1830_C	en	CCONJ
ik	0710_1830_A	0710_1830_C	ik	PRON
heb	0710_1830_A	0710_1830_C	hebben	VERB
daar	0710_1830_A	0710_1830_C	daar	ADV
met	0710_1830_A	0710_1830_C	met	ADP
zo	0710_1830_A	0710_1830_C	zo	ADV
veel	0710_1830_A	0710_1830_C	veel	PRON
zo	0710_1830_A	0710_1830_C	zo	ADV
veel	0710_1830_A	0710_1830_C	veel	PRON
moeite	0710_1830_A	0710_1830_C	moeite	NOUN
in	0710_1830_A	0710_1830_C	in	ADP
gestoken	0710_1830_A	0710_1830_C	steken	VERB
inderdaad	0710_1830_C	0710_1830_A	inderdaad	ADV
op	0710_1830_C	0710_1830_A	op	ADP
dat	0710_1830_C	0710_1830_A	dat	SCONJ
moment	0710_1830_C	0710_1830_A	moment	NOUN
zijt	0710_1830_C	0710_1830_A	zijt	AUX
ge	0710_1830_C	0710_1830_A	Ge	PRON
echt	0710_1830_C	0710_1830_A	echt	ADJ
zo	0710_1830_C	0710_1830_A	zo	ADV
helemaal	0710_1830_C	0710_1830_A	helemaal	ADV
on	0710_1830_C	0710_1830_A	on	SYM
fire	0710_1830_C	0710_1830_A	Fire	SYM
om	0710_1830_C	0710_1830_A	om	ADP
dat	0710_1830_C	0710_1830_A	dat	SCONJ
echt	0710_1830_A	0710_1830_C	echt	ADJ
ge	0710_1830_A	0710_1830_C	Ge	PRON
zit	0710_1830_A	0710_1830_C	zitten	VERB
daar	0710_1830_A	0710_1830_C	daar	ADV
zo	0710_1830_A	0710_1830_C	zo	ADV
helemaal	0710_1830_A	0710_1830_C	helemaal	ADV
in	0710_1830_A	0710_1830_C	in	ADP
NA	0710_1830_C	0710_1830_A	NA	ADV
en	0710_1830_A	0710_1830_C	en	CCONJ
nu	0710_1830_A	0710_1830_C	nu	ADV
maakt	0710_1830_A	0710_1830_C	maken	VERB
dat	0710_1830_A	0710_1830_C	dat	SCONJ
eigenlijk	0710_1830_A	0710_1830_C	eigenlijk	ADJ
compleet	0710_1830_A	0710_1830_C	compleet	ADJ
geen	0710_1830_A	0710_1830_C	geen	DET
deel	0710_1830_A	0710_1830_C	deel	NOUN
meer	0710_1830_A	0710_1830_C	veel	PRON
uit	0710_1830_A	0710_1830_C	uit	ADP
van	0710_1830_A	0710_1830_C	van	ADP
mijn	0710_1830_A	0710_1830_C	mijn	PRON
leven	0710_1830_A	0710_1830_C	leven	NOUN
want	0710_1830_A	0710_1830_C	want	CCONJ
nu	0710_1830_A	0710_1830_C	nu	ADV
doe	0710_1830_A	0710_1830_C	doen	VERB
ik	0710_1830_A	0710_1830_C	ik	PRON
iets	0710_1830_A	0710_1830_C	iets	PRON
helemaal	0710_1830_A	0710_1830_C	helemaal	ADV
anders	0710_1830_A	0710_1830_C	ander	ADV
NA	0710_1830_C	0710_1830_A	NA	ADV
op	0710_1830_C	0710_1830_A	op	ADP
zich	0710_1830_C	0710_1830_A	zich	PRON
ik	0710_1830_C	0710_1830_A	ik	PRON
denk	0710_1830_C	0710_1830_A	denken	VERB
wel	0710_1830_C	0710_1830_A	wel	ADV
dat	0710_1830_C	0710_1830_A	dat	SCONJ
zit	0710_1830_C	0710_1830_A	zitten	VERB
zo	0710_1830_C	0710_1830_A	zo	ADV
ergens	0710_1830_C	0710_1830_A	ergens	ADV
wel	0710_1830_C	0710_1830_A	wel	ADV
opgeslagen	0710_1830_C	0710_1830_A	opslaan	VERB
in	0710_1830_C	0710_1830_A	in	ADP
uw	0710_1830_C	0710_1830_A	u	PRON
brein	0710_1830_C	0710_1830_A	brein	NOUN
en	0710_1830_C	0710_1830_A	en	CCONJ
op	0710_1830_C	0710_1830_A	op	ADP
het	0710_1830_C	0710_1830_A	het	DET
moment	0710_1830_C	0710_1830_A	moment	NOUN
dat	0710_1830_C	0710_1830_A	dat	SCONJ
dat	0710_1830_C	0710_1830_A	dat	SCONJ
nodig	0710_1830_C	0710_1830_A	nodig	ADJ
is	0710_1830_C	0710_1830_A	zijn	AUX
kunt	0710_1830_C	0710_1830_A	kunnen	AUX
ge	0710_1830_C	0710_1830_A	Ge	PRON
eruit	0710_1830_C	0710_1830_A	eruit	ADV
halen	0710_1830_C	0710_1830_A	halen	VERB
ik	0710_1830_A	0710_1830_C	ik	PRON
ik	0710_1830_A	0710_1830_C	ik	PRON
denk	0710_1830_A	0710_1830_C	denken	VERB
het	0710_1830_A	0710_1830_C	het	DET
ook	0710_1830_A	0710_1830_C	ook	ADV
wel	0710_1830_A	0710_1830_C	wel	ADV
want	0710_1830_A	0710_1830_C	want	CCONJ
ik	0710_1830_A	0710_1830_C	ik	PRON
heb	0710_1830_A	0710_1830_C	hebben	VERB
dat	0710_1830_A	0710_1830_C	dat	SCONJ
in	0710_1830_A	0710_1830_C	in	ADP
middelbaar	0710_1830_A	0710_1830_C	middelbaar	NOUN
dus	0710_1830_A	0710_1830_C	dus	ADV
ook	0710_1830_A	0710_1830_C	ook	ADV
gedaan	0710_1830_A	0710_1830_C	doen	VERB
dus	0710_1830_A	0710_1830_C	dus	ADV
ik	0710_1830_A	0710_1830_C	ik	PRON
doe	0710_1830_A	0710_1830_C	doen	VERB
al	0710_1830_A	0710_1830_C	al	ADV
zo	0710_1830_A	0710_1830_C	zo	ADV
lang	0710_1830_A	0710_1830_C	lang	ADJ
Grieks	0710_1830_A	0710_1830_C	Grieks	PROPN
d'er	0710_1830_A	0710_1830_C	d'er	ADV
zal	0710_1830_A	0710_1830_C	zullen	AUX
toch	0710_1830_A	0710_1830_C	toch	ADV
wel	0710_1830_A	0710_1830_C	wel	ADV
ergens	0710_1830_A	0710_1830_C	ergens	ADV
iets	0710_1830_A	0710_1830_C	iets	PRON
blijven	0710_1830_A	0710_1830_C	blijven	VERB
plakken	0710_1830_A	0710_1830_C	plakken	VERB
dat	0710_1830_C	0710_1830_A	dat	SCONJ
vraag	0710_1830_C	0710_1830_A	vraag	NOUN
ik	0710_1830_C	0710_1830_A	ik	PRON
mij	0710_1830_C	0710_1830_A	mij	PRON
eigenlijk	0710_1830_C	0710_1830_A	eigenlijk	ADJ
altijd	0710_1830_C	0710_1830_A	altijd	ADV
af	0710_1830_C	0710_1830_A	af	ADP
ik	0710_1830_C	0710_1830_A	ik	PRON
heb	0710_1830_C	0710_1830_A	hebben	VERB
lang	0710_1830_C	0710_1830_A	lang	ADJ
ik	0710_1830_C	0710_1830_A	ik	PRON
heb	0710_1830_C	0710_1830_A	hebben	VERB
het	0710_1830_C	0710_1830_A	het	DET
hele	0710_1830_C	0710_1830_A	heel	ADJ
middelbaar	0710_1830_C	0710_1830_A	middelbaar	NOUN
lang	0710_1830_C	0710_1830_A	lang	ADJ
Latijn	0710_1830_C	0710_1830_A	Latijn	PROPN
gedaan	0710_1830_C	0710_1830_A	doen	VERB
ik	0710_1830_C	0710_1830_A	ik	PRON
heb	0710_1830_C	0710_1830_A	hebben	VERB
ook	0710_1830_C	0710_1830_A	ook	ADV
even	0710_1830_C	0710_1830_A	even	ADV
Grieks	0710_1830_C	0710_1830_A	Grieks	PROPN
gedaan	0710_1830_C	0710_1830_A	doen	VERB
maar	0710_1830_C	0710_1830_A	maar	CCONJ
ik	0710_1830_C	0710_1830_A	ik	PRON
heb	0710_1830_C	0710_1830_A	hebben	VERB
nooit	0710_1830_C	0710_1830_A	nooit	ADV
Latijn	0710_1830_C	0710_1830_A	Latijn	PROPN
kunnen	0710_1830_C	0710_1830_A	kunnen	AUX
spreken	0710_1830_C	0710_1830_A	spreken	VERB
ofzo	0710_1830_C	0710_1830_A	ofzo	PROPN
maar	0710_1830_C	0710_1830_A	maar	CCONJ
zo	0710_1830_C	0710_1830_A	zo	ADV
een	0710_1830_C	0710_1830_A	een	DET
master	0710_1830_C	0710_1830_A	master	NOUN
NA	0710_1830_A	0710_1830_C	NA	ADV
dat	0710_1830_C	0710_1830_A	dat	SCONJ
ook	0710_1830_C	0710_1830_A	ook	ADV
niet	0710_1830_C	0710_1830_A	niet	ADV
dat	0710_1830_A	0710_1830_C	dat	SCONJ
ook	0710_1830_A	0710_1830_C	ook	ADV
wel	0710_1830_A	0710_1830_C	wel	ADV
echt	0710_1830_A	0710_1830_C	echt	ADJ
niet	0710_1830_A	0710_1830_C	niet	ADV
dus	0710_1830_C	0710_1830_A	dus	ADV
Oud-Grieks	0710_1830_C	0710_1830_A	Oud-Grieks	SYM
nooit	0710_1830_C	0710_1830_A	nooit	ADV
kunnen	0710_1830_C	0710_1830_A	kunnen	AUX
spreken	0710_1830_C	0710_1830_A	spreken	VERB
ça	0710_1830_C	0710_1830_A	ça	PROPN
va	0710_1830_C	0710_1830_A	va	PROPN
NA	0710_1830_A	0710_1830_C	NA	ADV
dat	0710_1830_A	0710_1830_C	dat	SCONJ
zit	0710_1830_A	0710_1830_C	zitten	VERB
er	0710_1830_A	0710_1830_C	er	ADV
niet	0710_1830_A	0710_1830_C	niet	ADV
in	0710_1830_A	0710_1830_C	in	ADP
NA	0710_1830_C	0710_1830_A	NA	ADV
NA	0710_1830_A	0710_1830_C	NA	ADV
ik	0710_1830_C	0710_1830_A	ik	PRON
vroeg	0710_1830_C	0710_1830_A	vragen	VERB
mij	0710_1830_C	0710_1830_A	mij	PRON
af	0710_1830_C	0710_1830_A	af	ADP
of	0710_1830_C	0710_1830_A	of	CCONJ
dat	0710_1830_C	0710_1830_A	dat	SCONJ
dat	0710_1830_C	0710_1830_A	dat	SCONJ
zo	0710_1830_C	0710_1830_A	zo	ADV
door	0710_1830_C	0710_1830_A	door	ADP
dat	0710_1830_C	0710_1830_A	dat	SCONJ
langer	0710_1830_C	0710_1830_A	lang	ADJ
te	0710_1830_C	0710_1830_A	te	ADP
doen	0710_1830_C	0710_1830_A	doen	VERB
misschien	0710_1830_C	0710_1830_A	misschien	ADV
ineens	0710_1830_C	0710_1830_A	ineens	ADV
mogelijk	0710_1830_C	0710_1830_A	mogelijk	ADJ
werd	0710_1830_C	0710_1830_A	worden	VERB
d'er	0710_1830_A	0710_1830_C	d'er	ADV
zijn	0710_1830_A	0710_1830_C	zijn	AUX
misschien	0710_1830_A	0710_1830_C	misschien	ADV
wel	0710_1830_A	0710_1830_C	wel	ADV
mensen	0710_1830_A	0710_1830_C	mens	NOUN
want	0710_1830_A	0710_1830_C	want	CCONJ
is	0710_1830_A	0710_1830_C	zijn	AUX
wel	0710_1830_A	0710_1830_C	wel	ADV
zo	0710_1830_A	0710_1830_C	zo	ADV
in	0710_1830_A	0710_1830_C	in	ADP
het	0710_1830_A	0710_1830_C	het	DET
middelbaar	0710_1830_A	0710_1830_C	middelbaar	NOUN
is	0710_1830_A	0710_1830_C	zijn	AUX
passieve	0710_1830_A	0710_1830_C	passief	ADJ
kennis	0710_1830_A	0710_1830_C	kennis	NOUN
dus	0710_1830_A	0710_1830_C	dus	ADV
gewoon	0710_1830_A	0710_1830_C	gewoon	ADJ
Latijn	0710_1830_A	0710_1830_C	Latijn	PROPN
of	0710_1830_A	0710_1830_C	of	CCONJ
Grieks	0710_1830_A	0710_1830_C	Grieks	PROPN
naar	0710_1830_A	0710_1830_C	naar	ADP
Nederlands	0710_1830_A	0710_1830_C	Nederlands	PROPN
NA	0710_1830_C	0710_1830_A	NA	ADV
dan	0710_1830_A	0710_1830_C	dan	SCONJ
zou	0710_1830_A	0710_1830_C	zullen	AUX
je	0710_1830_A	0710_1830_C	je	PRON
aan	0710_1830_A	0710_1830_C	aan	ADP
d'	0710_1830_A	0710_1830_C	d	SYM
unief	0710_1830_A	0710_1830_C	unief	NOUN
wel	0710_1830_A	0710_1830_C	wel	ADV
meer	0710_1830_A	0710_1830_C	veel	PRON
zo	0710_1830_A	0710_1830_C	zo	ADV
vaak	0710_1830_A	0710_1830_C	vaak	ADJ
dan	0710_1830_A	0710_1830_C	dan	SCONJ
al	0710_1830_A	0710_1830_C	al	ADV
zinnen	0710_1830_A	0710_1830_C	zinan	NOUN
naar	0710_1830_A	0710_1830_C	naar	ADP
van	0710_1830_A	0710_1830_C	van	ADP
Nederlands	0710_1830_A	0710_1830_C	Nederlands	PROPN
naar	0710_1830_A	0710_1830_C	naar	ADP
Grieks	0710_1830_A	0710_1830_C	Grieks	PROPN
te	0710_1830_A	0710_1830_C	te	ADP
vertalen	0710_1830_A	0710_1830_C	vertalen	VERB
NA	0710_1830_C	0710_1830_A	NA	ADV
maar	0710_1830_A	0710_1830_C	maar	CCONJ
meer	0710_1830_A	0710_1830_C	veel	PRON
gewoon	0710_1830_A	0710_1830_C	gewoon	ADJ
om	0710_1830_A	0710_1830_C	om	ADP
meer	0710_1830_A	0710_1830_C	veel	PRON
diepgang	0710_1830_A	0710_1830_C	diepgang	NOUN
begrip	0710_1830_A	0710_1830_C	begrip	NOUN
in	0710_1830_A	0710_1830_C	in	ADP
de	0710_1830_A	0710_1830_C	de	DET
grammatica	0710_1830_A	0710_1830_C	grammatica	NOUN
te	0710_1830_A	0710_1830_C	te	ADP
krijgen	0710_1830_A	0710_1830_C	krijgen	VERB
nooit	0710_1830_A	0710_1830_C	nooit	ADV
mijn	0710_1830_A	0710_1830_C	mijn	PRON
forte	0710_1830_A	0710_1830_C	forte	NOUN
geweest	0710_1830_A	0710_1830_C	zijn	AUX
ik	0710_1830_A	0710_1830_C	ik	PRON
heb	0710_1830_A	0710_1830_C	hebben	VERB
dat	0710_1830_A	0710_1830_C	dat	SCONJ
altijd	0710_1830_A	0710_1830_C	altijd	ADV
moeilijk	0710_1830_A	0710_1830_C	moeilijk	ADJ
gevonden	0710_1830_A	0710_1830_C	vinden	VERB
om	0710_1830_A	0710_1830_C	om	ADP
van	0710_1830_A	0710_1830_C	van	ADP
mijn	0710_1830_A	0710_1830_C	mijn	PRON
passieve	0710_1830_A	0710_1830_C	passief	ADJ
kennis	0710_1830_A	0710_1830_C	kennis	NOUN
naar	0710_1830_A	0710_1830_C	naar	ADP
een	0710_1830_A	0710_1830_C	een	DET
actieve	0710_1830_A	0710_1830_C	actief	ADJ
kennis	0710_1830_A	0710_1830_C	kennis	NOUN
nooit	0710_1830_A	0710_1830_C	nooit	ADV
echt	0710_1830_A	0710_1830_C	echt	ADJ
mijn	0710_1830_A	0710_1830_C	mijn	PRON
ding	0710_1830_A	0710_1830_C	ding	NOUN
geweest	0710_1830_A	0710_1830_C	zijn	AUX
er	0710_1830_A	0710_1830_C	er	ADV
zijn	0710_1830_A	0710_1830_C	zijn	AUX
mensen	0710_1830_A	0710_1830_C	mens	NOUN
die	0710_1830_A	0710_1830_C	die	PRON
daar	0710_1830_A	0710_1830_C	daar	ADV
wel	0710_1830_A	0710_1830_C	wel	ADV
heel	0710_1830_A	0710_1830_C	heel	ADJ
goed	0710_1830_A	0710_1830_C	goed	ADJ
in	0710_1830_A	0710_1830_C	in	ADP
zijn	0710_1830_A	0710_1830_C	zijn	AUX
ik	0710_1830_A	0710_1830_C	ik	PRON
ken	0710_1830_A	0710_1830_C	kennen	VERB
mensen	0710_1830_A	0710_1830_C	mens	NOUN
die	0710_1830_A	0710_1830_C	die	PRON
wel	0710_1830_A	0710_1830_C	wel	ADV
echt	0710_1830_A	0710_1830_C	echt	ADJ
Latijn	0710_1830_A	0710_1830_C	Latijn	PROPN
kunnen	0710_1830_A	0710_1830_C	kunnen	AUX
spreken	0710_1830_A	0710_1830_C	spreken	VERB
maar	0710_1830_C	0710_1830_A	maar	CCONJ
dat	0710_1830_C	0710_1830_A	dat	SCONJ
zijn	0710_1830_C	0710_1830_A	zijn	AUX
de	0710_1830_C	0710_1830_A	de	DET
uitzonderingen	0710_1830_C	0710_1830_A	uitzondering	NOUN
dan	0710_1830_C	0710_1830_A	dan	SCONJ
waarschijnlijk	0710_1830_C	0710_1830_A	waarschijnlijk	ADJ
echt	0710_1830_A	0710_1830_C	echt	ADJ
niet	0710_1830_A	0710_1830_C	niet	ADV
de	0710_1830_A	0710_1830_C	de	DET
norm	0710_1830_A	0710_1830_C	norm	NOUN
want	0710_1830_C	0710_1830_A	want	CCONJ
ge	0710_1830_C	0710_1830_A	Ge	PRON
kunt	0710_1830_C	0710_1830_A	kunnen	AUX
soms	0710_1830_C	0710_1830_A	soms	ADV
iets	0710_1830_C	0710_1830_A	iets	PRON
maar	0710_1830_C	0710_1830_A	maar	CCONJ
en	0710_1830_A	0710_1830_C	en	CCONJ
de	0710_1830_A	0710_1830_C	de	DET
de	0710_1830_A	0710_1830_C	de	DET
gemiddelde	0710_1830_A	0710_1830_C	gemiddeld	ADJ
student	0710_1830_A	0710_1830_C	student	NOUN
die	0710_1830_A	0710_1830_C	die	PRON
Latijn	0710_1830_A	0710_1830_C	Latijn	PROPN
studeert	0710_1830_A	0710_1830_C	studeren	VERB
vindt	0710_1830_A	0710_1830_C	vinden	VERB
dat	0710_1830_A	0710_1830_C	dat	SCONJ
ook	0710_1830_A	0710_1830_C	ook	ADV
een	0710_1830_A	0710_1830_C	een	DET
beetje	0710_1830_A	0710_1830_C	beetje	NOUN
raar	0710_1830_A	0710_1830_C	raar	ADJ
dat	0710_1830_A	0710_1830_C	dat	SCONJ
mensen	0710_1830_A	0710_1830_C	mens	NOUN
dat	0710_1830_A	0710_1830_C	dat	SCONJ
kunnen	0710_1830_A	0710_1830_C	kunnen	AUX
NA	0710_1830_C	0710_1830_A	NA	ADV
ge	0710_1830_A	0710_1830_C	Ge	PRON
doet	0710_1830_A	0710_1830_C	doen	VERB
dat	0710_1830_A	0710_1830_C	dat	SCONJ
maar	0710_1830_A	0710_1830_C	maar	CCONJ
ik	0710_1830_C	0710_1830_A	ik	PRON
heb	0710_1830_C	0710_1830_A	hebben	VERB
er	0710_1830_C	0710_1830_A	er	ADV
zo	0710_1830_C	0710_1830_A	zo	ADV
nooit	0710_1830_C	0710_1830_A	nooit	ADV
gekend	0710_1830_C	0710_1830_A	kennen	VERB
eigenlijk	0710_1830_C	0710_1830_A	eigenlijk	ADJ
dus	0710_1830_C	0710_1830_A	dus	ADV
ik	0710_1830_A	0710_1830_C	ik	PRON
ken	0710_1830_A	0710_1830_C	kennen	VERB
mensen	0710_1830_A	0710_1830_C	mens	NOUN
die	0710_1830_A	0710_1830_C	die	PRON
dan	0710_1830_A	0710_1830_C	dan	SCONJ
aan	0710_1830_A	0710_1830_C	aan	ADP
unief	0710_1830_A	0710_1830_C	unief	NOUN
wel	0710_1830_A	0710_1830_C	wel	ADV
pas	0710_1830_A	0710_1830_C	pas	ADV
gelukkig	0710_1830_A	0710_1830_C	gelukkig	ADJ
toch	0710_1830_C	0710_1830_A	toch	ADV
niet	0710_1830_C	0710_1830_A	niet	ADV
in	0710_1830_C	0710_1830_A	in	ADP
middelbaar	0710_1830_C	0710_1830_A	middelbaar	NOUN
NA	0710_1830_C	0710_1830_A	NA	ADV
gelukkig	0710_1830_A	0710_1830_C	gelukkig	ADJ
NA	0710_1830_A	0710_1830_C	NA	ADV
dus	0710_1830_A	0710_1830_C	dus	ADV
dat	0710_1830_A	0710_1830_C	dat	SCONJ
wel	0710_1830_A	0710_1830_C	wel	ADV
maar	0710_1830_C	0710_1830_A	maar	CCONJ
zo	0710_1830_C	0710_1830_A	zo	ADV
ziet	0710_1830_C	0710_1830_A	zien	VERB
ge	0710_1830_C	0710_1830_A	Ge	PRON
maar	0710_1830_C	0710_1830_A	maar	CCONJ
dat	0710_1830_C	0710_1830_A	dat	SCONJ
eigenlijk	0710_1830_C	0710_1830_A	eigenlijk	ADJ
een	0710_1830_C	0710_1830_A	een	DET
taal	0710_1830_C	0710_1830_A	taal	NOUN
passief	0710_1830_C	0710_1830_A	passief	ADJ
leren	0710_1830_C	0710_1830_A	leren	VERB
in	0710_1830_C	0710_1830_A	in	ADP
de	0710_1830_C	0710_1830_A	de	DET
zin	0710_1830_C	0710_1830_A	zin	NOUN
van	0710_1830_C	0710_1830_A	van	ADP
gewoon	0710_1830_C	0710_1830_A	gewoon	ADJ
door	0710_1830_C	0710_1830_A	door	ADP
voclijsten	0710_1830_C	0710_1830_A	voclijsten	VERB
en	0710_1830_C	0710_1830_A	en	CCONJ
grammatica	0710_1830_C	0710_1830_A	grammatica	NOUN
dat	0710_1830_C	0710_1830_A	dat	SCONJ
gaat	0710_1830_C	0710_1830_A	gaan	VERB
ge	0710_1830_C	0710_1830_A	Ge	PRON
nooit	0710_1830_C	0710_1830_A	nooit	ADV
kunnen	0710_1830_C	0710_1830_A	kunnen	AUX
spreken	0710_1830_C	0710_1830_A	spreken	VERB
dan	0710_1830_C	0710_1830_A	dan	SCONJ
waarschijnlijk	0710_1830_C	0710_1830_A	waarschijnlijk	ADJ
NA	0710_1830_A	0710_1830_C	NA	ADV
want	0710_1830_C	0710_1830_A	want	CCONJ
het	0710_1830_C	0710_1830_A	het	DET
is	0710_1830_C	0710_1830_A	zijn	AUX
niet	0710_1830_C	0710_1830_A	niet	ADV
omdat	0710_1830_C	0710_1830_A	omdat	SCONJ
dat	0710_1830_C	0710_1830_A	dat	SCONJ
een	0710_1830_C	0710_1830_A	een	DET
oude	0710_1830_C	0710_1830_A	oud	ADJ
taal	0710_1830_C	0710_1830_A	taal	NOUN
is	0710_1830_C	0710_1830_A	zijn	AUX
dat	0710_1830_C	0710_1830_A	dat	SCONJ
dat	0710_1830_C	0710_1830_A	dat	SCONJ
niet	0710_1830_C	0710_1830_A	niet	ADV
lukt	0710_1830_C	0710_1830_A	lukken	VERB
gewoon	0710_1830_C	0710_1830_A	gewoon	ADJ
gewoon	0710_1830_A	0710_1830_C	gewoon	ADJ
omdat	0710_1830_A	0710_1830_C	omdat	SCONJ
ge	0710_1830_A	0710_1830_C	Ge	PRON
dat	0710_1830_A	0710_1830_C	dat	SCONJ
niet	0710_1830_A	0710_1830_C	niet	ADV
niet	0710_1830_A	0710_1830_C	niet	ADV
op	0710_1830_A	0710_1830_C	op	ADP
die	0710_1830_A	0710_1830_C	die	PRON
manier	0710_1830_A	0710_1830_C	manier	NOUN
NA	0710_1830_C	0710_1830_A	NA	ADV
of	0710_1830_A	0710_1830_C	of	CCONJ
toch	0710_1830_A	0710_1830_C	toch	ADV
mijn	0710_1830_A	0710_1830_C	mijn	PRON
ervaring	0710_1830_A	0710_1830_C	ervaring	NOUN
NA	0710_1830_C	0710_1830_A	NA	ADV
want	0710_1830_A	0710_1830_C	want	CCONJ
Frans	0710_1830_A	0710_1830_C	Frans	PROPN
leert	0710_1830_A	0710_1830_C	leren	VERB
ge	0710_1830_A	0710_1830_C	Ge	PRON
op	0710_1830_A	0710_1830_C	op	ADP
een	0710_1830_A	0710_1830_C	een	DET
heel	0710_1830_A	0710_1830_C	heel	ADJ
andere	0710_1830_A	0710_1830_C	ander	ADJ
manier	0710_1830_A	0710_1830_C	manier	NOUN
van	0710_1830_A	0710_1830_C	van	ADP
in	0710_1830_A	0710_1830_C	in	ADP
begin	0710_1830_A	0710_1830_C	begin	NOUN
in	0710_1830_A	0710_1830_C	in	ADP
de	0710_1830_A	0710_1830_C	de	DET
twee	0710_1830_A	0710_1830_C	twee	NUM
richtingen	0710_1830_A	0710_1830_C	richting	NOUN
NA	0710_1830_C	0710_1830_A	NA	ADV
en	0710_1830_A	0710_1830_C	en	CCONJ
met	0710_1830_A	0710_1830_C	met	ADP
spreekoefeningen	0710_1830_A	0710_1830_C	spreekoefening	NOUN
enzo	0710_1830_A	0710_1830_C	enzo	ADV
toch	0710_1830_A	0710_1830_C	toch	ADV
had	0710_1830_A	0710_1830_C	hebben	VERB
bij	0710_1830_A	0710_1830_C	bij	ADP
toen	0710_1830_A	0710_1830_C	toen	SCONJ
ik	0710_1830_A	0710_1830_C	ik	PRON
op	0710_1830_A	0710_1830_C	op	ADP
het	0710_1830_A	0710_1830_C	het	DET
punt	0710_1830_A	0710_1830_C	punt	NOUN
kwam	0710_1830_A	0710_1830_C	komen	VERB
dat	0710_1830_A	0710_1830_C	dat	SCONJ
ze	0710_1830_A	0710_1830_C	ze	PRON
mijn	0710_1830_A	0710_1830_C	mijn	PRON
aan	0710_1830_A	0710_1830_C	aan	ADP
d'unief	0710_1830_A	0710_1830_C	d'unief	ADV
vroegen	0710_1830_A	0710_1830_C	vragen	VERB
van	0710_1830_A	0710_1830_C	van	ADP
zinnen	0710_1830_A	0710_1830_C	zinan	NOUN
van	0710_1830_A	0710_1830_C	van	ADP
Nederlands	0710_1830_A	0710_1830_C	Nederlands	PROPN
naar	0710_1830_A	0710_1830_C	naar	ADP
Grieks	0710_1830_A	0710_1830_C	Grieks	PROPN
te	0710_1830_A	0710_1830_C	te	ADP
vertalen	0710_1830_A	0710_1830_C	vertalen	VERB
had	0710_1830_A	0710_1830_C	hebben	VERB
ik	0710_1830_A	0710_1830_C	ik	PRON
eigenlijk	0710_1830_A	0710_1830_C	eigenlijk	ADJ
al	0710_1830_A	0710_1830_C	al	ADV
vijf	0710_1830_A	0710_1830_C	vijf	NUM
jaar	0710_1830_A	0710_1830_C	jaar	NOUN
Grieks	0710_1830_A	0710_1830_C	Grieks	PROPN
gedaan	0710_1830_A	0710_1830_C	doen	VERB
aan	0710_1830_A	0710_1830_C	aan	ADP
middelbaar	0710_1830_A	0710_1830_C	middelbaar	NOUN
NA	0710_1830_C	0710_1830_A	NA	ADV
maar	0710_1830_A	0710_1830_C	maar	CCONJ
in	0710_1830_A	0710_1830_C	in	ADP
een	0710_1830_A	0710_1830_C	een	DET
richting	0710_1830_A	0710_1830_C	richting	NOUN
en	0710_1830_C	0710_1830_A	en	CCONJ
denkt	0710_1830_C	0710_1830_A	denken	VERB
ge	0710_1830_C	0710_1830_A	Ge	PRON
dat	0710_1830_C	0710_1830_A	dat	SCONJ
als	0710_1830_C	0710_1830_A	als	SCONJ
ge	0710_1830_C	0710_1830_A	Ge	PRON
zo	0710_1830_C	0710_1830_A	zo	ADV
bijvoorbeeld	0710_1830_C	0710_1830_A	bijvoorbeeld	ADV
